35,31294,57147,0,0
35,31294,57147,0,0
35,31294,57147,0,0
40,31294,57147,0,0
35,31294,57147,0,0
35,31294,57147,0,0
35,31294,57147,0,0
35,31294,57147,0,0
40,31294,57147,0,0
35,31294,57147,0,0
35,31294,57147,0,0
35,31294,57147,0,0
35,31294,57147,0,0
35,31294,57147,0,0
40,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
40,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
40,31294,57883,0,0
30,31294,57883,0,0
40,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
40,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
40,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
40,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
40,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
40,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
40,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
40,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
40,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
40,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
40,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
40,31294,57883,0,0
35,31294,57883,0,0
35,31294,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
40,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
40,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
40,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
40,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
40,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
35,31483,57515,0,0
40,31483,57515,0,0
30,31483,57515,0,0
40,31483,57515,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
40,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
35,31483,57883,0,0
