Timestamp: 335625772845 TotalImages: 1 BatchSize: 1 LearnedSize: 2 CPULatency: 8804 GPULatency: 8802 SLO: 15000
Timestamp: 335625783839 TotalImages: 3 BatchSize: 2 LearnedSize: 3 CPULatency: 18753 GPULatency: 10983 SLO: 15000
Timestamp: 335625794056 TotalImages: 6 BatchSize: 3 LearnedSize: 4 CPULatency: 27644 GPULatency: 10210 SLO: 15000
Timestamp: 335625804775 TotalImages: 10 BatchSize: 4 LearnedSize: 5 CPULatency: 39824 GPULatency: 10710 SLO: 15000
Timestamp: 335625813921 TotalImages: 11 BatchSize: 1 LearnedSize: 5 CPULatency: 42813 GPULatency: 9137 SLO: 15000
Timestamp: 335625825196 TotalImages: 16 BatchSize: 5 LearnedSize: 6 CPULatency: 50969 GPULatency: 11268 SLO: 15000
Timestamp: 335625837254 TotalImages: 22 BatchSize: 6 LearnedSize: 7 CPULatency: 58501 GPULatency: 12050 SLO: 15000
Timestamp: 335625847912 TotalImages: 26 BatchSize: 4 LearnedSize: 7 CPULatency: 74280 GPULatency: 10650 SLO: 15000
Timestamp: 335625859921 TotalImages: 33 BatchSize: 7 LearnedSize: 8 CPULatency: 29283 GPULatency: 12000 SLO: 15000
Timestamp: 335625870913 TotalImages: 38 BatchSize: 5 LearnedSize: 8 CPULatency: 52673 GPULatency: 10983 SLO: 15000
190,0,0,50,0
Timestamp: 335625883990 TotalImages: 8 BatchSize: 8 LearnedSize: 9 CPULatency: 27464 GPULatency: 13069 SLO: 15000
Timestamp: 335625894545 TotalImages: 11 BatchSize: 3 LearnedSize: 9 CPULatency: 45227 GPULatency: 10548 SLO: 15000
Timestamp: 335625908136 TotalImages: 20 BatchSize: 9 LearnedSize: 10 CPULatency: 35701 GPULatency: 13583 SLO: 15000
Timestamp: 335625918485 TotalImages: 24 BatchSize: 4 LearnedSize: 10 CPULatency: 44897 GPULatency: 10339 SLO: 15000
Timestamp: 335625932626 TotalImages: 34 BatchSize: 10 LearnedSize: 11 CPULatency: 36461 GPULatency: 14134 SLO: 15000
Timestamp: 335625941375 TotalImages: 36 BatchSize: 2 LearnedSize: 11 CPULatency: 45170 GPULatency: 8739 SLO: 15000
Timestamp: 335625957557 TotalImages: 47 BatchSize: 11 LearnedSize: 11 CPULatency: 36870 GPULatency: 16174 SLO: 15000
Timestamp: 335625966593 TotalImages: 49 BatchSize: 2 LearnedSize: 11 CPULatency: 44719 GPULatency: 9027 SLO: 15000
Timestamp: 335625981713 TotalImages: 60 BatchSize: 11 LearnedSize: 11 CPULatency: 38590 GPULatency: 15112 SLO: 15000
Timestamp: 335625990079 TotalImages: 61 BatchSize: 1 LearnedSize: 11 CPULatency: 46881 GPULatency: 8357 SLO: 15000
Timestamp: 335626005542 TotalImages: 72 BatchSize: 11 LearnedSize: 11 CPULatency: 37393 GPULatency: 15457 SLO: 15000
Timestamp: 335626014708 TotalImages: 74 BatchSize: 2 LearnedSize: 11 CPULatency: 25649 GPULatency: 9157 SLO: 15000
Timestamp: 335626029690 TotalImages: 85 BatchSize: 11 LearnedSize: 11 CPULatency: 37834 GPULatency: 14974 SLO: 15000
Timestamp: 335626039237 TotalImages: 87 BatchSize: 2 LearnedSize: 11 CPULatency: 39748 GPULatency: 9540 SLO: 15000
Timestamp: 335626054862 TotalImages: 98 BatchSize: 11 LearnedSize: 11 CPULatency: 38532 GPULatency: 15617 SLO: 15000
Timestamp: 335626064749 TotalImages: 101 BatchSize: 3 LearnedSize: 11 CPULatency: 47397 GPULatency: 9878 SLO: 15000
505,0,0,80,20
Timestamp: 335626078856 TotalImages: 11 BatchSize: 11 LearnedSize: 12 CPULatency: 21982 GPULatency: 14099 SLO: 15000
Timestamp: 335626087949 TotalImages: 13 BatchSize: 2 LearnedSize: 12 CPULatency: 42878 GPULatency: 9088 SLO: 15000
Timestamp: 335626104093 TotalImages: 25 BatchSize: 12 LearnedSize: 12 CPULatency: 31365 GPULatency: 16136 SLO: 15000
Timestamp: 335626114306 TotalImages: 29 BatchSize: 4 LearnedSize: 12 CPULatency: 24604 GPULatency: 10204 SLO: 15000
Timestamp: 335626129899 TotalImages: 41 BatchSize: 12 LearnedSize: 12 CPULatency: 24761 GPULatency: 15585 SLO: 15000
Timestamp: 335626140457 TotalImages: 45 BatchSize: 4 LearnedSize: 12 CPULatency: 24134 GPULatency: 10549 SLO: 15000
Timestamp: 335626156474 TotalImages: 57 BatchSize: 12 LearnedSize: 12 CPULatency: 25417 GPULatency: 16010 SLO: 15000
Timestamp: 335626166745 TotalImages: 61 BatchSize: 4 LearnedSize: 12 CPULatency: 24502 GPULatency: 10261 SLO: 15000
Timestamp: 335626182310 TotalImages: 73 BatchSize: 12 LearnedSize: 12 CPULatency: 24734 GPULatency: 15557 SLO: 15000
Timestamp: 335626191973 TotalImages: 77 BatchSize: 4 LearnedSize: 12 CPULatency: 23477 GPULatency: 9655 SLO: 15000
Timestamp: 335626207313 TotalImages: 89 BatchSize: 12 LearnedSize: 12 CPULatency: 23843 GPULatency: 15332 SLO: 15000
Timestamp: 335626217875 TotalImages: 93 BatchSize: 4 LearnedSize: 12 CPULatency: 21994 GPULatency: 10554 SLO: 15000
Timestamp: 335626234378 TotalImages: 105 BatchSize: 12 LearnedSize: 11 CPULatency: 26092 GPULatency: 16495 SLO: 15000
Timestamp: 335626244938 TotalImages: 109 BatchSize: 4 LearnedSize: 11 CPULatency: 24929 GPULatency: 10552 SLO: 15000
Timestamp: 335626259599 TotalImages: 120 BatchSize: 11 LearnedSize: 11 CPULatency: 24273 GPULatency: 14654 SLO: 15000
Timestamp: 335626267393 TotalImages: 121 BatchSize: 1 LearnedSize: 11 CPULatency: 32029 GPULatency: 7786 SLO: 15000
605,0,0,80,30
Timestamp: 335626283020 TotalImages: 11 BatchSize: 11 LearnedSize: 11 CPULatency: 34733 GPULatency: 15618 SLO: 15000
Timestamp: 335626291719 TotalImages: 12 BatchSize: 1 LearnedSize: 11 CPULatency: 37553 GPULatency: 8692 SLO: 15000
Timestamp: 335626307073 TotalImages: 23 BatchSize: 11 LearnedSize: 11 CPULatency: 38014 GPULatency: 15346 SLO: 15000
Timestamp: 335626315839 TotalImages: 26 BatchSize: 3 LearnedSize: 11 CPULatency: 43344 GPULatency: 8757 SLO: 15000
Timestamp: 335626329884 TotalImages: 37 BatchSize: 11 LearnedSize: 12 CPULatency: 36435 GPULatency: 14037 SLO: 15000
Timestamp: 335626340621 TotalImages: 42 BatchSize: 5 LearnedSize: 12 CPULatency: 23240 GPULatency: 10729 SLO: 15000
Timestamp: 335626354171 TotalImages: 53 BatchSize: 11 LearnedSize: 12 CPULatency: 23154 GPULatency: 13541 SLO: 15000
Timestamp: 335626364116 TotalImages: 58 BatchSize: 5 LearnedSize: 12 CPULatency: 19752 GPULatency: 9937 SLO: 15000
Timestamp: 335626378510 TotalImages: 69 BatchSize: 11 LearnedSize: 12 CPULatency: 23269 GPULatency: 14385 SLO: 15000
Timestamp: 335626388284 TotalImages: 74 BatchSize: 5 LearnedSize: 12 CPULatency: 22536 GPULatency: 9766 SLO: 15000
Timestamp: 335626402552 TotalImages: 85 BatchSize: 11 LearnedSize: 12 CPULatency: 23004 GPULatency: 14260 SLO: 15000
Timestamp: 335626412611 TotalImages: 90 BatchSize: 5 LearnedSize: 12 CPULatency: 21164 GPULatency: 10051 SLO: 15000
Timestamp: 335626427572 TotalImages: 101 BatchSize: 11 LearnedSize: 12 CPULatency: 22564 GPULatency: 14953 SLO: 15000
Timestamp: 335626437235 TotalImages: 106 BatchSize: 5 LearnedSize: 12 CPULatency: 23019 GPULatency: 9655 SLO: 15000
Timestamp: 335626451605 TotalImages: 117 BatchSize: 11 LearnedSize: 12 CPULatency: 22939 GPULatency: 14361 SLO: 15000
Timestamp: 335626461887 TotalImages: 122 BatchSize: 5 LearnedSize: 12 CPULatency: 23059 GPULatency: 10273 SLO: 15000
610,0,0,80,10
Timestamp: 335626476165 TotalImages: 11 BatchSize: 11 LearnedSize: 12 CPULatency: 23480 GPULatency: 14270 SLO: 15000
Timestamp: 335626486222 TotalImages: 16 BatchSize: 5 LearnedSize: 12 CPULatency: 19352 GPULatency: 10053 SLO: 15000
Timestamp: 335626500219 TotalImages: 27 BatchSize: 11 LearnedSize: 12 CPULatency: 22785 GPULatency: 13989 SLO: 15000
Timestamp: 335626510104 TotalImages: 32 BatchSize: 5 LearnedSize: 12 CPULatency: 22060 GPULatency: 9876 SLO: 15000
Timestamp: 335626523745 TotalImages: 43 BatchSize: 11 LearnedSize: 12 CPULatency: 22460 GPULatency: 13633 SLO: 15000
Timestamp: 335626533801 TotalImages: 48 BatchSize: 5 LearnedSize: 12 CPULatency: 19859 GPULatency: 10049 SLO: 15000
Timestamp: 335626547739 TotalImages: 59 BatchSize: 11 LearnedSize: 12 CPULatency: 22927 GPULatency: 13930 SLO: 15000
Timestamp: 335626557574 TotalImages: 64 BatchSize: 5 LearnedSize: 12 CPULatency: 22115 GPULatency: 9826 SLO: 15000
Timestamp: 335626573074 TotalImages: 75 BatchSize: 11 LearnedSize: 11 CPULatency: 24260 GPULatency: 15492 SLO: 15000
Timestamp: 335626583462 TotalImages: 80 BatchSize: 5 LearnedSize: 11 CPULatency: 22391 GPULatency: 10379 SLO: 15000
Timestamp: 335626597228 TotalImages: 91 BatchSize: 11 LearnedSize: 12 CPULatency: 22602 GPULatency: 13758 SLO: 15000
Timestamp: 335626607619 TotalImages: 96 BatchSize: 5 LearnedSize: 12 CPULatency: 18264 GPULatency: 10382 SLO: 15000
Timestamp: 335626621902 TotalImages: 107 BatchSize: 11 LearnedSize: 12 CPULatency: 23645 GPULatency: 14275 SLO: 15000
Timestamp: 335626632066 TotalImages: 112 BatchSize: 5 LearnedSize: 12 CPULatency: 22817 GPULatency: 10157 SLO: 15000
Timestamp: 335626645719 TotalImages: 123 BatchSize: 11 LearnedSize: 12 CPULatency: 22723 GPULatency: 13646 SLO: 15000
Timestamp: 335626656564 TotalImages: 128 BatchSize: 5 LearnedSize: 12 CPULatency: 20024 GPULatency: 10836 SLO: 15000
Timestamp: 335626671830 TotalImages: 139 BatchSize: 11 LearnedSize: 11 CPULatency: 24730 GPULatency: 15258 SLO: 15000
695,0,0,85,10
Timestamp: 335626682389 TotalImages: 5 BatchSize: 5 LearnedSize: 11 CPULatency: 24115 GPULatency: 10550 SLO: 15000
Timestamp: 335626696837 TotalImages: 16 BatchSize: 11 LearnedSize: 12 CPULatency: 23920 GPULatency: 14442 SLO: 15000
Timestamp: 335626707394 TotalImages: 21 BatchSize: 5 LearnedSize: 12 CPULatency: 23321 GPULatency: 10548 SLO: 15000
Timestamp: 335626722013 TotalImages: 32 BatchSize: 11 LearnedSize: 12 CPULatency: 24087 GPULatency: 14610 SLO: 15000
Timestamp: 335626732460 TotalImages: 37 BatchSize: 5 LearnedSize: 12 CPULatency: 20535 GPULatency: 10439 SLO: 15000
Timestamp: 335626747223 TotalImages: 48 BatchSize: 11 LearnedSize: 12 CPULatency: 24126 GPULatency: 14756 SLO: 15000
Timestamp: 335626758742 TotalImages: 53 BatchSize: 5 LearnedSize: 12 CPULatency: 24573 GPULatency: 11510 SLO: 15000
Timestamp: 335626773699 TotalImages: 64 BatchSize: 11 LearnedSize: 12 CPULatency: 25419 GPULatency: 14948 SLO: 15000
Timestamp: 335626784145 TotalImages: 69 BatchSize: 5 LearnedSize: 12 CPULatency: 23728 GPULatency: 10438 SLO: 15000
Timestamp: 335626798309 TotalImages: 80 BatchSize: 11 LearnedSize: 12 CPULatency: 23555 GPULatency: 14155 SLO: 15000
Timestamp: 335626808983 TotalImages: 85 BatchSize: 5 LearnedSize: 12 CPULatency: 21717 GPULatency: 10667 SLO: 15000
Timestamp: 335626823747 TotalImages: 96 BatchSize: 11 LearnedSize: 12 CPULatency: 22880 GPULatency: 14756 SLO: 15000
Timestamp: 335626834929 TotalImages: 101 BatchSize: 5 LearnedSize: 12 CPULatency: 24274 GPULatency: 11174 SLO: 15000
Timestamp: 335626849437 TotalImages: 112 BatchSize: 11 LearnedSize: 12 CPULatency: 24631 GPULatency: 14499 SLO: 15000
Timestamp: 335626860058 TotalImages: 117 BatchSize: 5 LearnedSize: 12 CPULatency: 23360 GPULatency: 10612 SLO: 15000
585,0,0,75,0
Timestamp: 335626875294 TotalImages: 11 BatchSize: 11 LearnedSize: 11 CPULatency: 24778 GPULatency: 15228 SLO: 15000
Timestamp: 335626885917 TotalImages: 16 BatchSize: 5 LearnedSize: 11 CPULatency: 23307 GPULatency: 10618 SLO: 15000
Timestamp: 335626900400 TotalImages: 27 BatchSize: 11 LearnedSize: 12 CPULatency: 24012 GPULatency: 14476 SLO: 15000
Timestamp: 335626911129 TotalImages: 32 BatchSize: 5 LearnedSize: 12 CPULatency: 20300 GPULatency: 10721 SLO: 15000
Timestamp: 335626925292 TotalImages: 43 BatchSize: 11 LearnedSize: 12 CPULatency: 23827 GPULatency: 14154 SLO: 15000
Timestamp: 335626935342 TotalImages: 48 BatchSize: 5 LearnedSize: 12 CPULatency: 22574 GPULatency: 10042 SLO: 15000
Timestamp: 335626949174 TotalImages: 59 BatchSize: 11 LearnedSize: 12 CPULatency: 22808 GPULatency: 13824 SLO: 15000
Timestamp: 335626959850 TotalImages: 64 BatchSize: 5 LearnedSize: 12 CPULatency: 21892 GPULatency: 10667 SLO: 15000
Timestamp: 335626974830 TotalImages: 75 BatchSize: 11 LearnedSize: 12 CPULatency: 23369 GPULatency: 14972 SLO: 15000
Timestamp: 335626985777 TotalImages: 80 BatchSize: 5 LearnedSize: 12 CPULatency: 19607 GPULatency: 10939 SLO: 15000
Timestamp: 335627001180 TotalImages: 91 BatchSize: 11 LearnedSize: 11 CPULatency: 25285 GPULatency: 15396 SLO: 15000
Timestamp: 335627012022 TotalImages: 96 BatchSize: 5 LearnedSize: 11 CPULatency: 24570 GPULatency: 10834 SLO: 15000
Timestamp: 335627027032 TotalImages: 107 BatchSize: 11 LearnedSize: 11 CPULatency: 24769 GPULatency: 15003 SLO: 15000
Timestamp: 335627038433 TotalImages: 112 BatchSize: 5 LearnedSize: 11 CPULatency: 24764 GPULatency: 11392 SLO: 15000
Timestamp: 335627053757 TotalImages: 123 BatchSize: 11 LearnedSize: 11 CPULatency: 25600 GPULatency: 15316 SLO: 15000
Timestamp: 335627064263 TotalImages: 128 BatchSize: 5 LearnedSize: 11 CPULatency: 22901 GPULatency: 10498 SLO: 15000
640,0,0,80,20
Timestamp: 335627079157 TotalImages: 11 BatchSize: 11 LearnedSize: 11 CPULatency: 24296 GPULatency: 14886 SLO: 15000
Timestamp: 335627089375 TotalImages: 16 BatchSize: 5 LearnedSize: 11 CPULatency: 19790 GPULatency: 10213 SLO: 15000
Timestamp: 335627103482 TotalImages: 27 BatchSize: 11 LearnedSize: 12 CPULatency: 23239 GPULatency: 14099 SLO: 15000
Timestamp: 335627114890 TotalImages: 32 BatchSize: 5 LearnedSize: 12 CPULatency: 23868 GPULatency: 11400 SLO: 15000
Timestamp: 335627130160 TotalImages: 43 BatchSize: 11 LearnedSize: 11 CPULatency: 25599 GPULatency: 15259 SLO: 15000
Timestamp: 335627141059 TotalImages: 48 BatchSize: 5 LearnedSize: 11 CPULatency: 24284 GPULatency: 10891 SLO: 15000
Timestamp: 335627155780 TotalImages: 59 BatchSize: 11 LearnedSize: 11 CPULatency: 24463 GPULatency: 14712 SLO: 15000
Timestamp: 335627166000 TotalImages: 64 BatchSize: 5 LearnedSize: 11 CPULatency: 21201 GPULatency: 10211 SLO: 15000
Timestamp: 335627179712 TotalImages: 75 BatchSize: 11 LearnedSize: 12 CPULatency: 21418 GPULatency: 13704 SLO: 15000
Timestamp: 335627190274 TotalImages: 80 BatchSize: 5 LearnedSize: 12 CPULatency: 22636 GPULatency: 10554 SLO: 15000
Timestamp: 335627205669 TotalImages: 91 BatchSize: 11 LearnedSize: 11 CPULatency: 24870 GPULatency: 15387 SLO: 15000
Timestamp: 335627216521 TotalImages: 96 BatchSize: 5 LearnedSize: 11 CPULatency: 24476 GPULatency: 10844 SLO: 15000
Timestamp: 335627230796 TotalImages: 107 BatchSize: 11 LearnedSize: 12 CPULatency: 24017 GPULatency: 14267 SLO: 15000
Timestamp: 335627241413 TotalImages: 112 BatchSize: 5 LearnedSize: 12 CPULatency: 21318 GPULatency: 10609 SLO: 15000
Timestamp: 335627255575 TotalImages: 123 BatchSize: 11 LearnedSize: 12 CPULatency: 21924 GPULatency: 14154 SLO: 15000
Timestamp: 335627266141 TotalImages: 128 BatchSize: 5 LearnedSize: 12 CPULatency: 23067 GPULatency: 10557 SLO: 15000
640,16669,47869,80,10
Timestamp: 335627281858 TotalImages: 11 BatchSize: 11 LearnedSize: 11 CPULatency: 25196 GPULatency: 15710 SLO: 15000
Timestamp: 335627292751 TotalImages: 16 BatchSize: 5 LearnedSize: 11 CPULatency: 24973 GPULatency: 10887 SLO: 15000
Timestamp: 335627307365 TotalImages: 27 BatchSize: 11 LearnedSize: 11 CPULatency: 24411 GPULatency: 14606 SLO: 15000
Timestamp: 335627318481 TotalImages: 32 BatchSize: 5 LearnedSize: 11 CPULatency: 23119 GPULatency: 11108 SLO: 15000
Timestamp: 335627333312 TotalImages: 43 BatchSize: 11 LearnedSize: 11 CPULatency: 24393 GPULatency: 14823 SLO: 15000
Timestamp: 335627343653 TotalImages: 48 BatchSize: 5 LearnedSize: 11 CPULatency: 20019 GPULatency: 10332 SLO: 15000
Timestamp: 335627358714 TotalImages: 59 BatchSize: 11 LearnedSize: 11 CPULatency: 24311 GPULatency: 15052 SLO: 15000
Timestamp: 335627370087 TotalImages: 64 BatchSize: 5 LearnedSize: 11 CPULatency: 24808 GPULatency: 11365 SLO: 15000
Timestamp: 335627384524 TotalImages: 75 BatchSize: 11 LearnedSize: 12 CPULatency: 24736 GPULatency: 14429 SLO: 15000
Timestamp: 335627395190 TotalImages: 80 BatchSize: 5 LearnedSize: 12 CPULatency: 23426 GPULatency: 10658 SLO: 15000
Timestamp: 335627410312 TotalImages: 91 BatchSize: 11 LearnedSize: 11 CPULatency: 24684 GPULatency: 15114 SLO: 15000
Timestamp: 335627421089 TotalImages: 96 BatchSize: 5 LearnedSize: 11 CPULatency: 22212 GPULatency: 10769 SLO: 15000
Timestamp: 335627435585 TotalImages: 107 BatchSize: 11 LearnedSize: 12 CPULatency: 23208 GPULatency: 14488 SLO: 15000
Timestamp: 335627446590 TotalImages: 112 BatchSize: 5 LearnedSize: 12 CPULatency: 19443 GPULatency: 10997 SLO: 15000
Timestamp: 335627460852 TotalImages: 123 BatchSize: 11 LearnedSize: 12 CPULatency: 23148 GPULatency: 14253 SLO: 15000
Timestamp: 335627470790 TotalImages: 128 BatchSize: 5 LearnedSize: 12 CPULatency: 22164 GPULatency: 9930 SLO: 15000
640,16669,47869,80,15
Timestamp: 335627484904 TotalImages: 11 BatchSize: 11 LearnedSize: 12 CPULatency: 22952 GPULatency: 14105 SLO: 15000
Timestamp: 335627494964 TotalImages: 16 BatchSize: 5 LearnedSize: 12 CPULatency: 20775 GPULatency: 10054 SLO: 15000
Timestamp: 335627508745 TotalImages: 27 BatchSize: 11 LearnedSize: 12 CPULatency: 21047 GPULatency: 13772 SLO: 15000
Timestamp: 335627518691 TotalImages: 32 BatchSize: 5 LearnedSize: 12 CPULatency: 22107 GPULatency: 9937 SLO: 15000
Timestamp: 335627531882 TotalImages: 43 BatchSize: 11 LearnedSize: 12 CPULatency: 22077 GPULatency: 13183 SLO: 15000
Timestamp: 335627541715 TotalImages: 48 BatchSize: 5 LearnedSize: 12 CPULatency: 20485 GPULatency: 9825 SLO: 15000
Timestamp: 335627556059 TotalImages: 59 BatchSize: 11 LearnedSize: 12 CPULatency: 21323 GPULatency: 14336 SLO: 15000
Timestamp: 335627565662 TotalImages: 64 BatchSize: 5 LearnedSize: 12 CPULatency: 22342 GPULatency: 9594 SLO: 15000
Timestamp: 335627580168 TotalImages: 75 BatchSize: 11 LearnedSize: 12 CPULatency: 23049 GPULatency: 14498 SLO: 15000
Timestamp: 335627590492 TotalImages: 80 BatchSize: 5 LearnedSize: 12 CPULatency: 22216 GPULatency: 10316 SLO: 15000
Timestamp: 335627604665 TotalImages: 91 BatchSize: 11 LearnedSize: 12 CPULatency: 22849 GPULatency: 14164 SLO: 15000
Timestamp: 335627614325 TotalImages: 96 BatchSize: 5 LearnedSize: 12 CPULatency: 17827 GPULatency: 9652 SLO: 15000
Timestamp: 335627629179 TotalImages: 107 BatchSize: 11 LearnedSize: 12 CPULatency: 23468 GPULatency: 14846 SLO: 15000
Timestamp: 335627639333 TotalImages: 112 BatchSize: 5 LearnedSize: 12 CPULatency: 23443 GPULatency: 10146 SLO: 15000
